종목코드,조회코드,종목명,영문명,시장구분,통화,현재가,등락률,시가총액,거래량,배당수익률,업종_소분류,상장폐지여부,국가,기준연도,결산월,매출액_전기,매출액_원화_전기,매출액_전전기,매출액_원화_전전기,매출액,매출액_원화,PER_전기,PER_전전기,PER,PBR_전기,PBR_전전기,PBR,EBITDA_전기,EBITDA_원화_전기,EBITDA_전전기,EBITDA_원화_전전기,EBITDA,EBITDA_원화,영업이익_전기,영업이익_원화_전기,영업이익_전전기,영업이익_원화_전전기,영업이익,영업이익_원화,당기순이익_전기,당기순이익_원화_전기,당기순이익_전전기,당기순이익_원화_전전기,당기순이익,당기순이익_원화,배당수익률_전기,배당수익률_전전기,ROA_전기,ROA_전전기,ROA,영업이익률
3856,3856.T,리얼컴,Abalance Corp,도쿄,JPY,218.0,-21.58,4149236074.0,1057300.0,0.0,재생 가능 에너지 장비 및 서비스,True,일본,2026.0,3.31,,,208972000000.0,1801861000000.0,120169000000.0,1036157000000.0,,1.08,0.65,0.31,0.48,0.1,,,28427000000.0,245112000000.0,20677000000.0,178287000000.0,,,23349000000.0,201327000000.0,13928000000.0,120094000000.0,,,9530000000.0,82172000000.0,7722000000.0,66583000000.00001,0.7,0.85,,13.75,6.32,11.59
607A,607A.T,에브리,every  Inc.,도쿄,JPY,317.0,33.76,6850752936.0,14561700.0,0.0,온라인 서비스,True,일본,2026.0,6.3,4250930000.000001,36654000000.0,,,4250930000.000001,36654000000.0,,,,3.59,,3.95,-18740000.0,-162000000.0,,,-18740000.0,-162000000.0,-24280000.0,-209000000.0,,,-24280000.0,-209000000.0,-32740000.000000004,-282000000.0,,,-32740000.000000004,-282000000.0,,,-1.33,,-1.33,-0.57
5026,5026.T,트리플아이즈,Tripleize Co Ltd,도쿄,JPY,616.0,1.99,5170642400.0,12800.0,0.0,IT 서비스 및 컨설팅,True,일본,2025.0,8.31,4410540000.0,38030000000.0,2346260000.0,20231000000.0,5714030000.0,49269000000.0,25.14,,,7.97,32.52,3.86,190730000.0,1645000000.0,-249140000.0,-2148000000.0,142570000.0,1229000000.0,38270000.0,330000000.0,-269760000.0,-2326000000.0,-61850000.0,-533000000.0,76230000.0,657000000.0,-825320000.0,-7116000000.0,-344000000.0,-2966000000.0,,,2.11,-40.35,-6.73,-1.08
548A,548A.T,시스템EXE,SystemEXE Inc,도쿄,JPY,956.0,0.53,5163738400.0,62900.0,4.68,IT 서비스 및 컨설팅,True,일본,2026.0,3.31,11605950000.0,100072000000.0,,,12411360000.0,107017000000.0,8.98,,7.43,0.82,,0.79,715470000.0,6169000000.0,,,878010000.0,7570999999.999999,645040000.0,5562000000.0,,,803560000.0,6929000000.000001,482670000.0,4162000000.0,,,605690000.0,5223000000.0,,,6.28,,7.68,6.47
7427,7427.T,에코트레이딩,Echo Trading Co Ltd,도쿄,JPY,836.0,0.48,5156113600.0,2200.0,3.61,식품 소매 및 유통,True,일본,2026.0,2.28,106388600000.0,917336000000.0,106388600000.0,917336000000.0,105812000000.0,912364000000.0,5.96,5.29,6.44,0.47,0.41,0.42,1442650000.0,12439000000.0,1442650000.0,12439000000.0,1203570000.0,10378000000.0,1359740000.0,11724000000.0,1359740000.0,11724000000.0,1110030000.0,9571000000.0,1001760000.0,8638000000.0,1001760000.0,8638000000.0,778310000.0,6711000000.0,3.39,3.69,2.96,2.96,2.11,1.05
6580,6580.T,라이트업,Writeup Co Ltd,도쿄,JPY,888.0,0.68,5155728000.0,7700.0,1.81,경영 지원 서비스,True,일본,2026.0,3.31,4003770000.0,34523000000.0,2776070000.0,23937000000.0,3529180000.0,30430000000.0,12.92,30.71,14.97,2.05,2.71,1.43,772170000.0,6658000000.0,354240000.0,3054000000.0,530930000.0,4578000000.0,720720000.0,6214000000.0,319750000.0,2757000000.0,469830000.0,4051000000.0,485040000.0,4182000000.0,230610000.0,1988000000.0,258060000.0,2225000000.0,1.44,,12.76,7.18,6.47,13.31
3936,3936.T,글로벌웨이,Globalway Inc,도쿄,JPY,137.0,0.74,5146603650.0,232400.0,0.0,IT 서비스 및 컨설팅,True,일본,2026.0,3.31,3071640000.0,26485000000.000004,2456190000.0,21179000000.0,4014360000.0,34614000000.0,,,26.56,8.74,4.82,6.02,-261140000.0,-2252000000.0,-371060000.0,-3199000000.0,307340000.0,2650000000.0,-261140000.0,-2252000000.0,-380500000.0,-3281000000.0,307060000.0,2648000000.0,-320050000.0,-2760000000.0,-199140000.0,-1717000000.0000002,192870000.0,1663000000.0,,,-15.35,-20.49,14.5,7.65
7808,7808.T,C.S. 목재,C.S. Lumber Co Inc,도쿄,JPY,2780.0,1.13,5143278000.0,500.0,2.91,임업 및 목재 제품,True,일본,2026.0,5.31,20673100000.0,178254000000.0,21132910000.0,182219000000.0,20381930000.0,175743000000.0,4.15,3.83,7.05,0.42,0.53,0.42,2194840000.0,18925000000.0,2590130000.0,22333000000.0,1704040000.0,14693000000.0,1774660000.0,15302000000.000002,2174060000.0,18746000000.0,1134150000.0,9779000000.0,1157930000.0,9984000000.0,1435680000.0,12379000000.0,693090000.0,5976000000.0,3.09,2.69,4.59,6.26,2.42,5.56
7531,7531.T,세이와추오홀딩스,Seiwa Chuo Holdings Corp,도쿄,JPY,1300.0,0.0,5128630000.0,,0.0,철 및 강철,True,일본,2025.0,12.31,51471680000.0,443815000000.0,62577180000.0,539572000000.0,50026380000.0,431352000000.00006,,49.3,14.66,0.36,0.33,0.32,366150000.0,3157000000.0,460200000.0,3968000000.0,870870000.0,7509000000.0,-99860000.0,-861000000.0,165600000.0,1428000000.0,400260000.0,3451000000.0,-101230000.0,-873000000.0,103310000.0,891000000.0,348010000.0,3001000000.0,0.69,1.13,-0.3,0.21,0.95,0.8
7953,7953.T,기쿠치 케미컬산업,Kikusui Chemical Industries Co Ltd,도쿄,JPY,400.0,0.0,5097621600.0,6300.0,4.25,건설 자재 및 비품,True,일본,2026.0,3.31,21390610000.0,184441000000.0,22392090000.0,193076000000.0,21602080000.0,186264000000.0,20.55,11.03,18.07,0.51,0.48,0.49,640050000.0,5519000000.0,882360000.0,7608000000.0,756200000.0,6520000000.0,264910000.00000003,2284000000.0,554140000.0,4778000000.0,403420000.0,3478000000.0,165820000.0,1430000000.0,376340000.0,3245000000.0000005,270500000.0,2332000000.0,4.17,4.37,1.06,2.26,1.71,1.87
6543,6543.T,닛센,Nissen Inc,도쿄,JPY,1220.0,0.16,5097257600.0,3600.0,2.71,광고 및 마케팅,True,일본,2026.0,2.28,5533650000.0,47714000000.0,5224660000.0,45050000000.0,6481270000.0,55885000000.0,17.94,12.16,6.91,1.4,0.77,1.21,514970000.0,4440000000.0,420180000.0,3623000000.0,630020000.0,5432000000.0,393460000.0,3393000000.0,300240000.0,2589000000.0,485720000.0,4188000000.000001,248660000.0,2144000000.0,197470000.0,1703000000.0,662460000.0,5712000000.0,3.25,3.89,5.26,4.33,12.45,7.49
2183,2183.T,리니칼,Linical Co Ltd,도쿄,JPY,206.0,0.49,5096440000.0,29500.0,3.9,생명 공학 및 의학 연구,True,일본,2026.0,3.31,10437030000.0,89993000000.0,12307870000.0,106125000000.0,8665820000.0,74721000000.0,,8.75,,0.76,0.81,1.18,-51550000.0,-444000000.00000006,1244000000.0,10726000000.0,-1561070000.0,-13460000000.0,-583500000.0,-5031000000.0,725720000.0,6258000000.0,-2073080000.0,-17875000000.0,-539100000.0,-4648000000.0,338270000.0,2917000000.0,-3329550000.0,-28709000000.0,6.56,5.1,-3.05,1.88,-23.14,-23.92
4422,4422.T,벨류넥스재팬,Valuenex Japan Inc,도쿄,JPY,584.0,3.0,5092012800.0,64600.0,0.0,경영 지원 서비스,True,일본,2025.0,7.31,786380000.0,6781000000.0,704480000.0,6074000000.0,690860000.0,5957000000.0,488.03,56.19,,2.05,2.6,7.15,9700000.0,84000000.0,44350000.0,382000000.0,-68910000.0,-594000000.0,4920000.0,42000000.0,38820000.0,335000000.0,-73390000.0,-633000000.0,3430000.0,30000000.0,37460000.0,323000000.0,-82260000.0,-709000000.0,,,0.35,3.92,-8.57,-10.62
6557,6557.T,AIAI 그룹,AIAI Group Corp,도쿄,JPY,751.0,1.21,5081554384.0,19000.0,0.0,개인 서비스,True,일본,2026.0,3.31,13071340000.0,112708000000.0,11818230000.0,101903000000.0,14633760000.0,126180000000.0,10.89,12.48,7.36,2.69,4.71,1.57,1443150000.0,12444000000.0,1262640000.0,10887000000.0,1783910000.0,15382000000.0,733470000.0,6324000000.0,532300000.0,4590000000.0,1105500000.0,9532000000.0,421880000.0,3638000000.000001,353260000.0,3046000000.0,621620000.0,5360000000.0,,,3.5,3.02,3.16,7.55
6888,6888.T,아크모스,Acmos Inc,도쿄,JPY,497.0,-0.2,5077053800.0,7800.0,5.02,IT 서비스 및 컨설팅,True,일본,2026.0,6.3,7499450000.0,64664000000.0,6230020000.0,53717999999.99999,7499450000.0,64664000000.0,13.57,12.83,14.25,1.38,1.77,1.45,610720000.0,5266000000.0,721660000.0,6223000000.0,610720000.0,5266000000.0,524330000.00000006,4521000000.0,660350000.0,5694000000.0,524330000.00000006,4521000000.0,316460000.0,2729000000.0,422890000.0,3646000000.0,316460000.0,2729000000.0,5.23,4.23,5.89,8.57,5.89,6.99
4172,4172.T,하이크라테스,Hi-Crates Co Ltd,도쿄,JPY,2278.0,-0.22,5075384000.0,500.0,3.85,소프트웨어,True,일본,2025.0,9.3,2114070000.0,18229000000.0,2041690000.0,17604000000.0,2406940000.0,20754000000.0,13.05,16.02,11.36,1.33,1.11,1.23,500770000.0,4318000000.0,299340000.0,2581000000.0,637950000.0,5501000000.0,422230000.0,3641000000.0,230930000.0,1991000000.0,549610000.0,4739000000.0,401810000.0,3465000000.0,258510000.0,2229000000.0,448090000.0,3864000000.0,4.33,4.3,9.52,6.38,9.85,22.83
6612,6612.T,발뮤다,Balmuda Inc,도쿄,JPY,594.0,-1.0,5064978600.0,3600.0,0.0,"가전제품, 도구 및 가정 용품",True,일본,2025.0,12.31,12462000000.0,107454000000.0,12462000000.0,107454000000.0,10115000000.0,87217000000.0,81.19,120.82,,1.22,1.82,1.84,411000000.0,3544000000.0,411000000.0,3544000000.0,-518000000.0,-4466000000.0,12000000.0,103000000.0,12000000.0,103000000.0,-866000000.0,-7467000000.0,67000000.0,578000000.0,67000000.0,578000000.0,-1596000000.0,-13762000000.0,,,0.96,0.96,-29.44,-8.56
3134,3134.T,하미이코프,Hamee Corp,도쿄,JPY,310.0,0.65,5061711000.0,43200.0,0.97,백화점,True,일본,2026.0,4.3,22895350000.0,197415000000.0,22895350000.0,197415000000.0,,,3.98,14.44,7.6,0.61,2.22,0.7,3170480000.0,27337000000.0,3170480000.0,27337000000.0,,,2354120000.0,20298000000.0,2354120000.0,20298000000.0,,,1278020000.0,11020000000.0,1278020000.0,11020000000.0,,,5.56,1.53,8.12,8.12,,
4728,4728.T,도세,Tose Co Ltd,도쿄,JPY,649.0,0.15,5038212960.0,3600.0,3.86,소프트웨어,True,일본,2025.0,8.31,4615580000.0,39798000000.0,5783020000.0,49864000000.0,6636290000.0,57221000000.0,,10.12,10.26,0.85,0.74,0.8,-420510000.0,-3626000000.0,585960000.0,5052000000.0,796750000.0,6870000000.0,-522340000.00000006,-4504000000.0,488260000.0,4210000000.0,689870000.0,5948000000.0,-260920000.00000003,-2250000000.0,499100000.0,4303000000.0,250240000.0,2158000000.0,3.7,3.92,-3.45,6.75,3.37,10.4
6265,6265.T,컨범,Convum Ltd,도쿄,JPY,3040.0,0.16,5037280000.0,1800.0,2.64,산업용 기계 및 장비,True,일본,2025.0,12.31,1850700000.0,15958000000.000002,1924050000.0,16590000000.0,1982230000.0,17091999999.999998,15.9,12.85,19.11,0.66,0.56,0.77,494960000.0,4268000000.0,514520000.0,4436000000.0,481710000.0,4154000000.0,296000000.0,2552000000.0,313760000.0,2705000000.0,287120000.0,2476000000.0,248000000.0,2138000000.0,237480000.0,2048000000.0,248660000.0,2144000000.0,1.98,2.44,3.85,3.93,3.89,14.48
5697,5697.T,산유우,Sanyu Co Ltd,도쿄,JPY,826.0,0.0,5031166000.0,2800.0,3.63,철 및 강철,True,일본,2026.0,3.31,24444770000.0,210775000000.0,24012110000.0,207044000000.0,25572240000.0,220497000000.0,8.87,7.4,8.13,0.41,0.32,0.48,1117740000.0,9638000000.0,1070500000.0,9230000000.0,1305670000.0,11258000000.0,668620000.0,5765000000.0,595660000.0,5136000000.0,886860000.0,7647000000.0,450910000.0,3888000000.000001,386820000.0,3335000000.0,611830000.0,5276000000.0,3.32,3.85,2.67,2.23,3.36,3.47
4242,4242.T,다카기세이코,Takagi Seiko Corp,도쿄,JPY,1782.0,-0.45,5029645104.0,1500.0,3.35,"자동차, 트럭 및 오토바이 부품",True,일본,2026.0,3.31,44293000000.0,381916000000.0,51066000000.0,440317000000.0,41477000000.0,357635000000.0,,3.05,3.4,0.46,0.28,0.4,3412000000.0,29420000000.0,4886000000.0,42130000000.0,3789000000.0,32671000000.0,1163000000.0,10028000000.0,2400000000.0,20694000000.0,2146000000.0,18504000000.0,-2250000000.0,-19401000000.0,1189000000.0,10252000000.0,1615000000.0,13925000000.0,2.41,2.87,-7.32,4.65,6.21,5.17
7126,7126.T,글로벌 스타일,Global Style Co Ltd,도쿄,JPY,1435.0,0.56,5026437640.0,2900.0,0.0,의류 및 액세서리,True,일본,2025.0,7.31,11167790000.0,96294000000.0,10407280000.0,89737000000.0,11460350000.0,98817000000.0,11.23,8.05,9.09,2.08,2.11,1.66,876560000.0,7558000000.0,910380000.0,7850000000.0,1066270000.0,9194000000.0,629970000.0,5432000000.0,659810000.0,5689000000.0,801740000.0,6913000000.0,443760000.0,3826000000.0,473240000.0,4081000000.0,503150000.0,4338000000.0,1.95,2.21,5.98,6.76,6.72,7.0
4372,4372.T,이미르링크,Ymirlink Inc,도쿄,JPY,1290.0,-0.39,5021454000.0,6400.0,0.0,IT 서비스 및 컨설팅,True,일본,2025.0,12.31,2669470000.0,23018000000.0,2315270000.0,19963000000.0,3054570000.0,26338000000.0,11.5,13.89,11.22,1.9,2.4,1.64,719610000.0,6205000000.0,675510000.0,5825000000.0,809910000.0,6983000000.0,637590000.0,5498000000.0,592470000.0,5109000000.0,671210000.0,5788000000.0,469680000.0,4050000000.0,409390000.0,3529999999.9999995,362640000.0,3127000000.0,1.28,1.21,15.11,15.88,10.34,21.97
2454,2454.T,올어바웃,All About Inc,도쿄,JPY,353.0,0.0,5021042348.0,5100.0,0.0,광고 및 마케팅,True,일본,2026.0,3.31,15954370000.0,137567000000.0,15954370000.0,137567000000.0,15464460000.0,133342000000.0,,,,1.29,1.2,1.4,389450000.0,3358000000.0,389450000.0,3358000000.0,315530000.0,2721000000.0,10800000.0,93000000.0,10800000.0,93000000.0,-108190000.0,-933000000.0,-39050000.0,-337000000.0,-39050000.0,-337000000.0,-473150000.0,-4080000000.0,0.8,0.86,-0.3,-0.3,-5.79,-0.7
9326,9326.T,칸츠 홀딩스,Kantsu Holdings Co Ltd,도쿄,JPY,487.0,-0.41,5020069050.0,10400.0,2.04,지상 화물 및 물류,True,일본,2026.0,2.28,15270080000.0,131666000000.00002,11938210000.0,102936999999.99998,18345950000.0,158188000000.0,,17.04,28.44,2.12,1.04,2.25,308220000.0,2658000000.0,767480000.0,6618000000.000001,649820000.0,5603000000.0,-47410000.0,-409000000.0,410380000.0,3539000000.0,319930000.0,2759000000.0,-848220000.0,-7314000000.0,49690000.0,428000000.0,206090000.0,1777000000.0,2.27,3.17,-8.22,0.5,1.87,1.74
3796,3796.T,이세이카쓰,e-Seikatsu Co Ltd,도쿄,JPY,344.0,3.93,5009121600.0,75200.0,0.91,온라인 서비스,True,일본,2026.0,3.31,3028190000.0,26111000000.0,2808030000.0,24212000000.0,3232180000.0,27869000000.0,,22.72,28.4,2.08,1.71,2.16,500940000.0,4319000000.0,658750000.0,5680000000.0,785640000.0,6773999999.999999,-37280000.0,-321000000.0,176220000.0,1519000000.0,229450000.0,1978000000.0,-39540000.0,-341000000.0,146130000.0,1260000000.0,151180000.0,1304000000.0,0.89,1.04,-1.62,5.97,6.02,7.1
4576,4576.T,디웨스턴 테라픽스 인스티튜트,D.Western Therapeutics Institute Inc,도쿄,JPY,87.0,2.35,5007668844.0,1195600.0,0.0,생명 공학 및 의학 연구,True,일본,2025.0,12.31,471580000.0,4066000000.0,428360000.0,3694000000.0,387620000.0,3342000000.0,,,,5.56,3.49,3.36,-1160270000.0,-10004000000.0,-749840000.0,-6465000000.000001,-572350000.0,-4935000000.0,-1209600000.0,-10430000000.0,-798560000.0,-6886000000.0,-619870000.0,-5345000000.0,-1290300000.0,-11126000000.0,-812410000.0,-7005000000.0,-632090000.0,-5450000000.0,,,-63.83,-31.09,-32.93,-159.92
3766,3766.T,시스템디자인,Systems Design Co Ltd,도쿄,JPY,1429.0,-0.07,5001500000.0,100.0,4.2,IT 서비스 및 컨설팅,True,일본,2026.0,3.31,9609080000.0,82854000000.0,9609080000.0,82854000000.0,9993800000.0,86172000000.0,11.02,9.64,11.01,0.93,0.81,1.0,562980000.0,4854000000.0,562980000.0,4854000000.0,678950000.0,5854000000.0,454460000.0,3919000000.0,454460000.0,3919000000.0,596000000.0,5139000000.0,297650000.0,2566000000.0,297650000.0,2566000000.0,393130000.0,3390000000.0,3.6,4.11,4.68,4.68,5.92,5.96
4891,4891.T,TMS,TMS Co Ltd,도쿄,JPY,105.0,-1.87,4996642035.0,250200.0,0.0,생명 공학 및 의학 연구,True,일본,2025.0,12.31,0.0,0.0,0.0,0.0,,,,,,2.01,1.66,1.81,-904080000.0,-7795000000.0,-936300000.0,-8073000000.0,,,-907790000.0,-7827000000.0,-943250000.0,-8133000000.0,,,-660550000.0,-5696000000.0,-960040000.0,-8278000000.0,,,,,-20.06,-26.14,,
9219,9219.T,긱스,GiXo Ltd,도쿄,JPY,891.0,-0.56,4986726525.0,9300.0,5.97,IT 서비스 및 컨설팅,True,일본,2026.0,6.3,2398480000.0,20681000000.0,2117720000.0,18260000000.0,2765460000.0,23845000000.0,60.31,59.48,,2.71,2.58,2.93,-84630000.0,-730000000.0,142260000.0,1227000000.0,67980000.0,586000000.0,-99660000.0,-859000000.0,133830000.0,1154000000.0,25300000.0,218000000.00000003,-99980000.0,-861999999.9999999,88200000.0,760000000.0,-35560000.0,-307000000.0,6.07,5.75,-4.48,3.75,-1.47,0.91
5571,5571.T,익사이트 홀딩스,Excite Holdings Co Ltd,도쿄,JPY,1015.0,-1.26,4951870350.0,1000.0,3.18,무선 통신 서비스,True,일본,2026.0,3.31,9091960000.0,78395000000.0,7713950000.0,66514000000.0,10796740000.0,93095000000.0,11.2,13.26,7.46,1.47,1.76,1.36,851060000.0,7338000000.0,849200000.0,7322000000.0,1081340000.0,9324000000.0,465850000.0,4017000000.0,643680000.0,5550000000.0,454050000.0,3915000000.0,184120000.0,1588000000.0,400070000.0,3450000000.0,253340000.0,2184000000.0,2.82,2.32,2.25,7.42,2.32,4.21
3927,3927.T,아쿤,Fuva Brain Ltd,도쿄,JPY,880.0,-0.23,4931696000.0,32700.0,1.81,소프트웨어,True,일본,2026.0,3.31,4373100000.0,37707000000.0,3075530000.0,26519000000.0,5641430000.0,48643000000.0,37.28,65.21,13.11,3.89,2.63,2.24,248520000.0,2143000000.0,60010000.0,517000000.0,294410000.0,2539000000.0,187400000.0,1616000000.0,22560000.0,195000000.0,203710000.0,1757000000.0,109460000.0,944000000.0,27010000.0,233000000.0,308550000.0,2660000000.0,,,3.02,0.83,5.04,3.61
8138,8138.T,산쿄 카세이,Sankyo Kasei Corp,도쿄,JPY,4300.0,-0.92,4925650000.0,100.0,2.3,상품 화학,True,일본,2026.0,3.31,27117640000.0,233822000000.0,26227230000.0,226144000000.0,27199900000.0,234531000000.0,8.73,10.0,5.24,0.46,0.45,0.42,571150000.0,4925000000.0,518050000.0,4467000000.0,612370000.0,5280000000.0,464080000.0,4001000000.0,382030000.0,3294000000.0,513080000.00000006,4424000000.0,629350000.0,5427000000.0,346660000.0,2989000000.0,752420000.0,6488000000.0,2.16,2.62,3.7,1.99,4.76,1.89
3625,3625.T,데크펌홀딩스,Techfirm Holdings Inc,도쿄,JPY,652.0,-1.06,4899780000.0,8600.0,1.21,IT 서비스 및 컨설팅,True,일본,2025.0,6.3,5072510000.0,43738000000.0,5770320000.0,49755000000.0,6705700000.0,57820000000.00001,32.62,29.62,9.31,2.29,1.58,1.73,249150000.0,2148000000.0,185080000.0,1596000000.0,762860000.0,6578000000.0,239260000.0,2063000000.0,173250000.0,1494000000.0,749520000.0,6463000000.0,155910000.0,1344000000.0,-48710000.0,-420000000.0,501340000.0,4323000000.0,1.09,1.03,3.85,-1.26,11.11,11.18
7625,7625.T,글로벌다이닝,Global-Dining Inc,도쿄,JPY,470.0,-0.63,4898011000.0,9800.0,0.0,레스토랑 및 바,True,일본,2025.0,12.31,11788630000.0,101647000000.0,11090790000.0,95630000000.0,13660200000.0,117784999999.99998,8.32,4.86,13.87,0.81,0.9,0.88,947090000.0,8166000000.0,917000000.0,7906999999.999999,1121040000.0,9666000000.0,753060000.0,6493000000.000001,732780000.0,6318000000.0,688070000.0,5933000000.0,514920000.0,4440000000.0,847430000.0,7306999999.999999,307900000.0,2655000000.0,,,5.48,10.73,2.88,5.04
4582,4582.T,씸바이오제약,SymBio Pharmaceuticals Ltd,도쿄,JPY,61.0,0.0,4895034060.0,769300.0,0.0,제약,True,일본,2025.0,12.31,2452910000.0,21150000000.0,5589710000.0,48197000000.0,1307650000.0,11275000000.0,,7.25,,0.94,1.1,2.99,-3876970000.0,-33429000000.000004,-715660000.0,-6171000000.0,-4440690000.0,-38290000000.0,-3876970000.0,-33429000000.000004,-811670000.0,-6998999999.999999,-4440690000.0,-38290000000.0,-3833480000.0,-33054000000.000004,-1962820000.0,-16924000000.0,-4776190000.0,-41183000000.0,,,-58.35,-21.1,-108.11,-339.59
